;index;cutoutname;objname;ra;dec;VIS;Y;H;J;grade;new;rawscore;notes
257;77;TILE102021984_-610376950474633527;EUCLJ040409.05-472748.07;61.03769501503231;-47.46335279482467;23.550724;22.318989;21.697489;22.133022;BA;N;-1.277172327041626;Previously found in L25,W25
258;33;TILE102020532_-585118990488106583;EUCLJ035402.86-484838.37;58.51189902506863;-48.810658395040114;23.713852;23.288473;22.632019;23.082092;BB;N;-1.3305625915527344;Previously found in L25,W25
259;335;TILE102158890_2688816886655295049;EUCLJ175531.61+653146.22;268.8816886841944;65.52950492286385;22.684647;21.520754;20.535126;21.026178;B;Y;-1.385480880737305;
260;342;TILE102020056_-571935740496752452;EUCLJ034846.46-494030.88;57.19357405838829;-49.67524526016114;22.552303;21.172686;20.236336;20.662565;B;Y;-1.4129610061645508;
261;275;TILE102158892_2706849874654321565;EUCLJ180244.40+652555.76;270.6849874272095;65.43215653016395;21.822937;21.36135;20.593752;20.961367;B;Y;-1.467416286468506;
262;340;TILE102021980_-579719894472987632;EUCLJ035153.28-471755.55;57.97198947699738;-47.29876327395889;19.039371;21.884106;21.288422;21.122614;B;Y;-1.482545018196106;
263;291;TILE102159483_2651473408665779303;EUCLJ174035.36+663440.55;265.14734084605203;66.5779303477663;22.152824;20.978786;20.151289;20.572609;B;Y;-1.514831304550171;
264;138;TILE102045468_-537581789271144818;EUCLJ033501.96-270652.13;53.75817891108607;-27.114481825241555;20.759167;20.091717;19.291912;20.80032;BB;N;-1.524824619293213;Previously found in L25,W25
265;185;TILE102159188_2652763834658560044;EUCLJ174106.33+655121.62;265.27638346784005;65.85600442323606;18.744843;18.550392;17.946915;18.228157;BA;N;-1.5894207954406738;Previously found in L25,W25
266;96;TILE102023481_-647245161459048846;EUCLJ041853.88-455417.58;64.72451612348969;-45.90488464671768;21.80449;20.470222;19.740427;20.067387;BA;N;-1.6275818347930908;Previously found in L25,W25
267;233;TILE102020530_-576854706490697371;EUCLJ035044.51-490411.05;57.68547069213711;-49.06973710192621;22.173141;20.976038;20.216576;20.6075;B;Y;-1.641340970993042;
268;236;TILE102019588_-579229916497498310;EUCLJ035141.52-494459.39;57.922991642074045;-49.74983109069817;22.569626;22.229847;21.914673;22.1188;B;Y;-1.7525105476379397;
269;295;TILE102158889_2678890245653034462;EUCLJ175133.37+651812.41;267.889024592926;65.3034462749699;21.443386;20.709644;20.060532;20.416414;B;Y;-1.7578637599945068;
270;247;TILE102021008_-571064543486152405;EUCLJ034825.55-483654.87;57.106454349595;-48.61524051286882;20.466396;20.221039;19.57576;19.893621;B;Y;-1.778538465499878;
271;346;TILE102158273_2692153633643111918;EUCLJ175651.69+641840.29;269.2153633979073;64.3111918119218;21.025784;20.40871;19.674036;20.085022;B;Y;-1.8557169437408447;
272;170;TILE102158887_2651714354654861084;EUCLJ174041.14+652909.99;265.17143541344655;65.48610840340662;20.10958;19.743074;18.967182;19.3566;AA;N;-1.876781940460205;Previously found in L25,W25
273;285;TILE102046113_-536321672263762005;EUCLJ033431.72-262234.32;53.63216728098532;-26.37620056094911;22.26017;22.14368;21.745205;21.792847;B;Y;-1.914717555046081;
274;270;TILE102021992_-669215532475059665;EUCLJ042741.17-473021.48;66.92155323879186;-47.5059665546295;22.87275;21.803589;20.81113;21.289713;B;Y;-1.933751344680786;
275;177;TILE102158889_2677643479654530151;EUCLJ175103.44+652710.85;267.76434796487683;65.45301515848719;23.091894;22.715794;22.146683;22.454239;AA;N;-2.0134997367858887;Previously found in L25,W25
276;184;TILE102159187_2646500067657922113;EUCLJ173836.00+654731.96;264.6500067149197;65.79221133179125;22.584114;21.351875;20.373009;20.875032;BB;N;-2.016479969024658;Previously found in L25,W25
277;294;TILE102020063_-626063364493826760;EUCLJ041025.52-492257.63;62.60633641854511;-49.38267605836879;21.674707;20.91492;20.24647;20.575895;B;Y;-2.022033214569092;
278;357;TILE102158893_2720266501655073033;EUCLJ180806.40+653026.29;272.02665012572567;65.50730337951241;21.330458;20.674046;19.922182;20.314419;B;Y;-2.049277782440185;
279;296;TILE102021982_-594975407474217284;EUCLJ035759.41-472518.22;59.49754071724594;-47.421728455137874;22.451372;21.901283;21.681461;21.782465;B;Y;-2.079447031021118;
280;284;TILE102019586_-560288749499520386;EUCLJ034406.93-495707.34;56.028874934955525;-49.95203864118321;22.042738;21.232124;20.460218;20.77829;B;Y;-2.1079623699188232;
281;104;TILE102042284_-523902104295926900;EUCLJ032933.65-293533.68;52.39021042684189;-29.592690005903176;19.177015;19.256216;18.52641;18.88645;BB;N;-2.134529590606689;Previously found in L25,W25
282;57;TILE102021492_-580553783482399812;EUCLJ035213.29-481423.93;58.05537835500126;-48.2399812580102;21.210438;20.385;19.645779;20.018398;AA;N;-2.1520490646362305;Previously found in L25,W25
283;287;TILE102021496_-608686090479457408;EUCLJ040328.47-475644.67;60.86860902205852;-47.94574088344388;19.035782;18.534782;17.962105;18.218212;A;N;-2.1523547172546387;Previously found in E25
284;366;TILE102159779_2741015147672028879;EUCLJ181624.36+671210.40;274.1015147452234;67.20288797851586;20.126339;19.547535;18.769741;19.13692;B;Y;-2.2243523597717285;
285;237;TILE102023482_-655854185459558966;EUCLJ042220.50-455721.23;65.58541857687933;-45.955896631495456;22.511618;21.450933;20.624899;21.05716;B;Y;-2.249521493911743;
286;302;TILE102044822_-518145282275792949;EUCLJ032715.49-273445.46;51.81452827992795;-27.579294986412112;20.659424;20.10821;19.372826;19.804634;B;Y;-2.2592926025390625;
287;163;TILE102158585_2690666515648268601;EUCLJ175616.00+644936.70;269.0666515554563;64.82686014026385;19.369251;19.145512;18.518589;18.786076;BA;N;-2.2802176475524902;Previously found in L25,W25
288;15;TILE102020056_-568918615497453468;EUCLJ034734.05-494443.25;56.89186157070008;-49.74534689298649;22.86087;21.855598;21.347502;21.620197;AA;N;-2.280700445175171;Previously found in L25,W25
289;358;TILE102022482_-642915002470914264;EUCLJ041709.96-470529.14;64.29150024957443;-47.09142642237126;20.661026;20.136513;19.40636;19.819271;B;Y;-2.329847574234009;
290;143;TILE102046761_-534264558260612632;EUCLJ033342.35-260340.55;53.42645580108414;-26.06126322516176;20.898376;20.326416;19.546349;19.924961;BB;N;-2.34637451171875;Previously found in L25,W25
291;289;TILE102157633_2695746647636652984;EUCLJ175817.92+633955.07;269.5746647007104;63.66529840026218;20.575403;20.136002;19.535318;19.863472;B;Y;-2.360559225082397;
292;365;TILE102041656_-520841157299751998;EUCLJ032820.19-295830.72;52.08411575540521;-29.975199814990507;22.495466;22.109262;21.666843;21.840061;B;Y;-2.3699722290039062;
293;89;TILE102022483_-653276149470259663;EUCLJ042118.63-470133.48;65.32761496334297;-47.02596635144347;23.99017;22.472193;21.732069;22.04871;BA;N;-2.4899239540100098;Previously found in L25,W25
294;207;TILE102159777_2718673262669682284;EUCLJ180728.16+665805.62;271.86732629247143;66.96822846151996;20.101662;19.650612;19.04565;19.319822;BB;N;-2.4967026710510254;Previously found in L25,W25
295;258;TILE102160338_2723209111681068922;EUCLJ180917.02+680624.81;272.32091117312183;68.10689224189447;21.180155;20.50103;19.786465;20.152689;B;Y;-2.498065710067749;
296;1;TILE102018665_-575754654509316213;EUCLJ035018.11-505553.84;57.575465444873714;-50.93162133743665;20.96542;20.165344;19.392956;19.777014;BB;N;-2.531139850616455;Previously found in L25,W25
297;244;TILE102021990_-650380302474092931;EUCLJ042009.13-472433.46;65.03803020707943;-47.40929316231418;21.610916;21.250364;20.412971;20.805906;B;Y;-2.6232986450195312;
298;276;TILE102159491_2752873964662719157;EUCLJ182108.98+661618.90;275.2873964766524;66.27191575109369;22.731815;22.294962;21.66188;21.8911;A;Y;-2.6257660388946533;
299;226;TILE102159774_2678821867669070244;EUCLJ175131.72+665425.29;267.8821867026895;66.90702444720655;18.721083;18.598122;18.002996;18.276352;BA;N;-2.693795680999756;Previously found in R25
300;43;TILE102021006_-554672542486970417;EUCLJ034152.14-484149.35;55.46725420856159;-48.697041749762526;22.266052;21.940273;21.31512;21.629251;BA;N;-2.699352979660034;Previously found in L25,W25
301;362;TILE102159776_2711342179668930268;EUCLJ180432.21+665334.90;271.13421792942466;66.89302684935936;22.165028;20.682266;19.702774;20.171476;B;Y;-2.719721794128418;
302;201;TILE102159488_2715904729665064695;EUCLJ180621.71+663023.29;271.5904729815268;66.5064695088448;21.125347;20.245989;19.380846;19.830763;BA;N;-2.739485740661621;Previously found in L25,W25
303;248;TILE102159485_2683941470663353728;EUCLJ175334.60+662007.34;268.3941470400591;66.33537284854853;19.870564;19.347925;18.604784;19.003527;B;Y;-2.752337694168091;
304;323;TILE102042912_-513723629289212194;EUCLJ032529.37-285516.39;51.37236291185162;-28.921219462287866;22.104904;20.94569;20.153301;20.586393;B;Y;-2.824784755706787;
305;290;TILE102020529_-566626599489265085;EUCLJ034639.04-485535.43;56.66265992088668;-48.926508553535726;22.963842;21.642239;20.679193;21.209217;B;Y;-2.840462684631348;
306;239;TILE102046761_-530520194260414120;EUCLJ033212.48-260229.08;53.05201942340869;-26.041412036198302;21.537209;21.062931;20.448599;20.773777;B;Y;-2.845548152923584;
307;100;TILE102041657_-527324036300597941;EUCLJ033055.78-300335.26;52.73240363814762;-30.059794141281905;23.653454;23.068932;22.42376;22.614897;BB;N;-2.861867427825928;Previously found in L25,W25
308;356;TILE102044181_-508255291278751668;EUCLJ032318.13-275230.60;50.82552910384958;-27.875166800635643;22.253721;21.15358;20.363129;20.744244;B;Y;-2.8864388465881348;
309;251;TILE102044823_-522567881276485109;EUCLJ032901.63-273854.64;52.25678814151162;-27.64851097736753;21.172953;20.846542;20.300898;20.573544;A;Y;-2.8871493339538574;Identified by L25 ML but rejected by SW
310;19;TILE102020059_-591341887496138046;EUCLJ035632.21-493649.70;59.134188703264506;-49.613804666867175;22.227741;21.227278;20.444668;20.81491;BB;N;-3.0230836868286133;Previously found in L25,W25
311;133;TILE102045463_-510351064272410293;EUCLJ032408.43-271427.71;51.03510646561299;-27.241029377540748;23.277756;23.522106;23.039562;23.381636;AA;N;-3.028087615966797;Previously found in L25,W25
312;337;TILE102160059_2706053122676895502;EUCLJ180225.27+674122.38;270.6053122345638;67.68955020644825;23.671116;22.832756;22.281483;22.505068;B;Y;-3.0349926948547363;
313;265;TILE102021494_-589883402478903061;EUCLJ035557.20-475325.10;58.98834021388883;-47.890306108995176;22.233223;21.207233;20.418844;20.788519;B;Y;-3.063286542892456;
314;352;TILE102157956_2702310199640126786;EUCLJ180055.44+640045.64;270.231019960558;64.01267865428376;20.608429;20.051842;19.309097;19.70315;B;Y;-3.0638787746429443;
315;303;TILE102044822_-513725781276822492;EUCLJ032529.42-274056.10;51.37257816850826;-27.682249273884675;18.5154;18.474218;17.939041;18.176756;B;Y;-3.0826101303100586;
316;310;TILE102020056_-569621668495802963;EUCLJ034750.92-493449.07;56.96216686946453;-49.58029639712052;21.253614;20.609978;19.752068;20.151403;B;Y;-3.116518974304199;
317;264;TILE102044822_-518401268275346289;EUCLJ032721.63-273204.66;51.84012685136428;-27.53462894227065;20.88055;20.99196;20.685038;20.829092;B;Y;-3.121525764465332;
318;272;TILE102160339_2737127482678964710;EUCLJ181451.06+675347.30;273.7127482708679;67.89647104342035;18.234554;18.000076;17.313374;17.661713;B;Y;-3.12269139289856;
319;240;TILE102018668_-600591354510198100;EUCLJ040014.19-510111.32;60.05913542896008;-51.01981000050343;19.853922;19.366524;18.692825;19.047272;B;Y;-3.143144130706787;
320;317;TILE102158894_2728621351655250644;EUCLJ181126.91+653130.23;272.86213516015846;65.52506449360612;21.802355;21.292114;20.77098;21.074379;B;Y;-3.1894547939300537;
321;249;TILE102020059_-592809924497037286;EUCLJ035707.44-494213.42;59.28099240653013;-49.70372867687492;21.08089;20.178024;19.450453;19.813776;B;Y;-3.199570655822754;
322;231;TILE102158891_2702537377655230515;EUCLJ180100.90+653122.99;270.25373771278214;65.52305157699509;20.638805;20.23466;19.552977;19.952665;B;Y;-3.2137317657470703;
323;313;TILE102157956_2695672908642034483;EUCLJ175816.15+641212.41;269.56729088365483;64.20344833199066;20.932312;20.263334;19.462814;19.854458;B;Y;-3.2651374340057373;
324;363;TILE102158588_2733854346649713526;EUCLJ181332.50+645816.87;273.3854346580841;64.97135265544395;22.51696;21.624218;20.839146;21.25061;B;Y;-3.2782435417175293;
325;246;TILE102023479_-633174042458224657;EUCLJ041316.18-454920.88;63.317404279178376;-45.82246572161161;20.931923;20.910013;20.37718;20.65285;B;Y;-3.284027338027954;
326;316;TILE102020056_-575086180492568587;EUCLJ035002.07-491524.69;57.50861809731631;-49.25685876354304;21.865866;20.767096;20.025513;20.387285;B;Y;-3.332463264465332;
327;151;TILE102157956_2695046853638479184;EUCLJ175801.12+635052.51;269.50468537766204;63.84791845246926;20.81636;20.278261;19.429785;19.841461;BB;N;-3.3741936683654785;Previously found in L25,W25
328;359;TILE102021988_-637098850474018624;EUCLJ041450.37-472406.70;63.70988502679938;-47.40186242934232;21.635197;20.72803;20.050821;20.419847;B;Y;-3.3906235694885254;
329;280;TILE102160063_2752682575675351152;EUCLJ182104.38+673206.41;275.26825752727655;67.53511521046612;21.874184;21.128561;20.225763;20.670046;B;Y;-3.391533851623535;
330;41;TILE102020539_-639239120489296299;EUCLJ041541.74-485546.67;63.92391201757077;-48.92962998662928;18.43552;18.615032;17.912306;18.226597;AA;N;-3.3949496746063232;Previously found in L25,W25
331;49;TILE102021014_-616133820483754774;EUCLJ040627.21-482231.72;61.61338207712614;-48.37547746153754;20.447115;20.06368;19.29599;19.681248;BA;N;-3.413861036300659;Previously found in L25,W25
332;331;TILE102044183_-516977142277733745;EUCLJ032647.45-274624.15;51.69771426781384;-27.77337452606252;21.20287;20.611279;19.830938;20.299942;B;Y;-3.4539451599121094;
333;234;TILE102021501_-641839290481258869;EUCLJ041644.14-480733.19;64.18392906366543;-48.12588694753184;17.878124;17.752777;17.158293;17.339788;A;N;-3.454456090927124;Previously found in E25
