;index;cutoutname;objname;ra;dec;VIS;Y;H;J;grade;new;rawscore;notes
108;203;TILE102159772_2654573101671251576;EUCLJ174149.75+670730.57;265.4573101116544;67.12515766401812;19.554836;19.239296;18.522814;18.850153;BA;N;9.105365753173828;Previously found in L25,W25
109;72;TILE102021981_-586493481476452509;EUCLJ035435.84-473842.90;58.64934816918978;-47.64525099288048;19.707228;19.615465;18.970768;19.268787;AA;N;9.072760581970217;Previously found in L25,W25
110;17;TILE102020056_-570002701495855213;EUCLJ034800.06-493507.88;57.00027019393232;-49.58552134143774;21.592136;20.650003;19.821579;20.230759;BB;N;8.925539016723633;Previously found in L25,W25
111;7;TILE102019587_-569380954497924981;EUCLJ034745.14-494732.99;56.93809545828947;-49.79249811828738;20.085287;19.814507;18.966461;19.416595;BB;N;8.82535171508789;Previously found in L25,W25
112;321;TILE102021011_-588011685483050832;EUCLJ035512.28-481818.30;58.80116850293236;-48.30508320875999;21.285862;20.639854;19.87056;20.283253;B;Y;8.655750274658203;
113;26;TILE102020064_-635872258496841682;EUCLJ041420.93-494103.01;63.58722583981298;-49.68416823937899;20.80315;20.159153;19.490208;19.819374;AA;N;8.558272361755371;Previously found in L25,W25
114;157;TILE102158274_2704723597642696271;EUCLJ180153.37+641610.66;270.4723597403578;64.26962718083168;21.590584;20.884007;20.097557;20.491016;BA;N;8.370336532592773;Previously found in L25,W25
115;166;TILE102158885_2631975188656022964;EUCLJ173247.40+653608.27;263.19751881131816;65.60229648001264;20.491425;20.090096;19.311607;19.712404;BB;N;8.225764274597168;Previously found in L25,W25
116;21;TILE102020060_-598920538496078263;EUCLJ035934.09-493628.17;59.89205385113966;-49.607826345265366;20.974806;20.521027;19.794796;20.094803;BA;N;8.050664901733398;Previously found in L25,W25
117;200;TILE102159487_2702648437664620342;EUCLJ180103.56+662743.32;270.264843798001;66.46203422228521;20.629498;20.256668;19.490494;19.856026;AA;N;8.043352127075195;Previously found in L25,W25
118;83;TILE102021989_-644172618476134973;EUCLJ041740.14-473648.59;64.41726186763333;-47.61349731436477;22.010983;20.779526;19.96122;20.364761;AA;N;7.990576267242432;Previously found in L25,W25
119;164;TILE102158586_2707914015649844949;EUCLJ180309.94+645904.18;270.79140156719967;64.9844949140926;22.549015;21.766272;20.91293;21.320702;AA;N;7.847854614257812;Previously found in L25,W25
120;139;TILE102045470_-546481364271947360;EUCLJ033835.55-271141.05;54.64813642542638;-27.19473600162915;21.193481;20.562515;19.801775;20.1528;BB;N;7.796469211578369;Previously found in L25,W25
121;278;TILE102023985_-636248321456836695;EUCLJ041429.96-454101.21;63.624832196224204;-45.68366959001943;22.827873;22.2386;21.495981;21.759537;B;Y;7.608142852783203;
122;155;TILE102158270_2656815066646473630;EUCLJ174243.56+643850.51;265.681506630342;64.64736309077054;19.853783;19.6669;18.93304;19.282581;BA;N;7.436892509460449;Previously found in L25,W25
123;344;TILE102022485_-668811836467930997;EUCLJ042731.48-464735.16;66.88118366828651;-46.79309970930732;18.038895;17.696627;17.055984;17.349472;B;N;7.21808385848999;Previously found in E25
124;75;TILE102021982_-594333174476368664;EUCLJ035744.00-473812.72;59.43331745903771;-47.63686642414596;22.078787;21.02096;20.14362;20.578495;BB;N;7.158327102661133;Previously found in L25,W25
125;13;TILE102020054_-556215936492901652;EUCLJ034229.18-491724.59;55.62159369817304;-49.290165222546975;20.622639;19.985165;19.251816;19.607616;BB;N;6.748769283294678;Previously found in L25,W25
126;102;TILE102041657_-528301123298298693;EUCLJ033119.23-294947.53;52.8301123322179;-29.82986934888345;21.848576;20.961527;20.20594;20.568233;AA;N;6.745623588562012;Previously found in L25,W25
127;179;TILE102158891_2700857611652676803;EUCLJ180020.58+651603.65;270.0857611762812;65.26768037561399;21.859097;21.467394;20.845474;21.444698;AA;N;6.714976787567139;Previously found in L25,W25
128;16;TILE102020056_-569381219495998178;EUCLJ034745.15-493559.34;56.93812190358718;-49.599817875364536;20.610332;20.014893;19.303844;19.642338;BA;N;6.678269863128662;Previously found in L25,W25
129;14;TILE102020055_-563894315496088157;EUCLJ034533.46-493631.74;56.38943151491934;-49.60881575787721;22.347473;21.417477;20.483704;20.927694;BA;N;6.524282932281494;Previously found in L25,W25
130;345;TILE102046113_-535001636266787923;EUCLJ033400.04-264043.65;53.50016360978741;-26.67879230301371;20.951221;20.249538;19.414444;19.838423;B;Y;6.072183132171631;
131;304;TILE102021500_-636054550480182611;EUCLJ041425.31-480105.74;63.605455002745614;-48.018261191924665;22.267029;21.439686;20.703608;21.03351;B;Y;6.056635856628418;
132;254;TILE102044826_-541061828275915319;EUCLJ033625.48-273529.51;54.106182868113216;-27.59153194352926;21.29118;20.989235;20.198463;20.584127;B;Y;5.993614673614502;
133;279;TILE102160058_2684636827675178733;EUCLJ175351.28+673104.34;268.4636827290176;67.51787335486055;21.863224;21.030668;20.29481;20.661251;B;Y;5.903798580169678;
134;60;TILE102021493_-586398445479765591;EUCLJ035433.56-475835.61;58.6398445644672;-47.97655913222404;22.036467;21.339165;20.814514;20.941666;AA;N;5.817419052124023;Previously found in L25,W25
135;62;TILE102021499_-630283151478334717;EUCLJ041206.80-475000.50;63.028315136446025;-47.8334717012344;22.318478;21.542942;20.87709;21.21547;AA;N;5.725016117095947;Previously found in L25,W25
136;141;TILE102046111_-525674252262710433;EUCLJ033016.18-261615.76;52.56742527162064;-26.27104331001816;19.24054;18.942245;18.238121;18.566002;BB;N;5.6096673011779785;Previously found in L25,W25
137;106;TILE102042913_-515847139291141021;EUCLJ032620.33-290650.77;51.58471391404591;-29.114102191323457;21.740358;20.952053;20.29751;20.635004;AA;N;5.494025707244873;Previously found in L25,W25
138;61;TILE102021495_-596705787481338553;EUCLJ035840.94-480801.88;59.67057874004436;-48.13385535539454;21.007084;20.38202;19.42926;19.8908;BB;N;5.289687633514404;Previously found in L25,W25
139;273;TILE102023477_-621496554457862103;EUCLJ040835.92-454710.36;62.149655420849214;-45.78621038150845;21.101448;20.351206;19.374489;19.806574;B;Y;5.276556968688965;
140;328;TILE102158270_2662057159643526143;EUCLJ174449.37+642109.41;266.2057159868093;64.35261434383214;21.9203;21.002296;20.141415;20.533518;B;Y;5.258606433868408;
141;59;TILE102021493_-584908045481892408;EUCLJ035357.79-481121.27;58.49080454415064;-48.18924082046728;22.064781;21.063925;20.426935;20.742785;BB;N;5.216081142425537;Previously found in L25,W25
142;150;TILE102157953_2670994480641865653;EUCLJ174823.87+641111.64;267.0994480956625;64.18656538062261;18.467447;19.03294;18.347012;18.662174;BA;N;5.068719387054443;Previously found in L25,W25
143;243;TILE102160611_2734227422687205003;EUCLJ181341.46+684313.80;273.4227422454098;68.72050030846106;22.697205;21.446795;20.55312;20.96813;B;Y;4.980967044830322;
144;85;TILE102021990_-651246796473086761;EUCLJ042029.92-471831.23;65.12467967083242;-47.30867614502389;19.338049;19.141624;18.455595;18.731236;BA;N;4.621115684509277;Previously found in L25,W25
145;326;TILE102021493_-587895748481834311;EUCLJ035509.50-481100.35;58.789574801784;-48.18343110111141;22.716208;21.731487;20.972544;21.371489;B;Y;4.589835643768311;
146;222;TILE102160610_2729256016684457774;EUCLJ181142.14+682644.80;272.9256016059579;68.44577749091418;22.416454;21.601849;20.915794;21.266685;BA;N;4.507293701171875;Previously found in L25,W25
147;148;TILE102157953_2668203348640973901;EUCLJ174716.88+640550.60;266.8203348265631;64.09739011616426;21.40169;20.422924;19.589575;20.03918;BB;N;4.280097484588623;Previously found in L25,W25
148;173;TILE102158887_2655528906655835262;EUCLJ174212.69+653500.69;265.55289065640727;65.5835262260394;20.68241;20.134375;19.6205;19.796188;AA;N;4.213796138763428;Previously found in L25,W25
149;224;TILE102020539_-642850511488822450;EUCLJ041708.41-485256.08;64.28505116755437;-48.88224504562111;20.912907;20.165043;19.415022;19.78083;AA;N;4.104102611541748;Previously found in L25,W25
150;145;TILE102157630_2665772836637102014;EUCLJ174618.55+634236.73;266.57728361767727;63.710201464734894;19.305946;19.445929;18.743324;19.07529;AA;N;4.063960552215576;Previously found in L25,W25
151;47;TILE102021014_-610047486487275523;EUCLJ040401.14-484339.19;61.0047486834014;-48.72755230023029;19.426952;19.307579;18.705172;18.992367;BA;N;3.9485249519348153;Previously found in L25,W25
152;216;TILE102160337_2700171490680496942;EUCLJ180004.12+680258.90;270.01714901079066;68.04969420417832;21.03728;20.331038;19.674513;19.97599;BB;N;3.669936656951904;Previously found in L25,W25
153;64;TILE102021499_-632503018480736583;EUCLJ041300.07-480425.17;63.25030187037567;-48.073658352372775;19.514069;19.788334;19.190039;19.647383;BB;N;3.630915641784668;Previously found in L25,W25
154;140;TILE102046111_-522631915266742195;EUCLJ032903.17-264027.19;52.26319153218572;-26.674219571254035;21.298;20.644001;20.05323;20.33754;BB;N;3.528651714324951;Previously found in L25,W25
155;318;TILE102018669_-606831754510313299;EUCLJ040243.96-510152.79;60.68317540195148;-51.03132991147363;22.634588;21.149933;20.239103;20.676569;B;Y;3.417277336120605;
156;5;TILE102019123_-564667438505382529;EUCLJ034552.02-503217.71;56.46674380313999;-50.538252942693255;19.021301;18.985443;18.246029;18.591805;BA;N;3.2670252323150635;Previously found in L25,W25
157;123;TILE102044185_-529514172281460834;EUCLJ033148.34-280845.90;52.95141727381891;-28.14608341271236;22.272057;21.2364;20.554077;20.89943;BA;N;3.266187191009521;Previously found in L25,W25
158;238;TILE102159778_2731124024672111093;EUCLJ181226.98+671239.99;273.1124024504751;67.21110932542075;18.678318;18.572186;17.92487;18.231121;A;N;3.0738773345947266;Previously found in E25
159;110;TILE102042914_-522625262291125533;EUCLJ032903.01-290645.19;52.262526273501;-29.11255338608705;21.197657;20.31223;19.611174;19.991325;AA;N;3.0385079383850098;Previously found in L25,W25
160;103;TILE102041657_-529209996299100136;EUCLJ033141.04-295436.05;52.92099965374398;-29.91001367205823;19.918255;19.515087;18.748287;19.118778;BA;N;2.990364551544189;Previously found in L25,W25
161;299;TILE102019589_-587617407499708114;EUCLJ035502.82-495814.92;58.761740702345946;-49.970811442569705;22.079609;21.15849;20.221506;20.651493;B;Y;2.9603161811828613;
162;198;TILE102159484_2663190959666793114;EUCLJ174516.58+664045.52;266.31909599320926;66.67931148084118;21.884758;20.829224;19.907972;20.328175;AA;N;2.8503713607788086;Previously found in L25,W25
163;46;TILE102021012_-594963796484947260;EUCLJ035759.13-482941.01;59.49637969470766;-48.494726093546255;20.398794;20.107391;19.447567;19.762617;BA;N;2.7981653213500977;Previously found in L25,W25
164;131;TILE102044826_-537879168275630474;EUCLJ033509.10-273346.97;53.78791682486845;-27.5630474248287;21.783688;20.585882;19.881561;20.182526;BA;N;2.7510433197021484;Previously found in L25,W25
165;3;TILE102018667_-587746535508057234;EUCLJ035505.92-504820.60;58.77465354947828;-50.80572343047943;21.150057;20.523392;19.84834;20.180788;AA;N;2.614867687225342;Previously found in L25,W25
166;211;TILE102160334_2665945112680410578;EUCLJ174622.68+680227.81;266.5945112890753;68.04105787642916;21.41941;21.015732;20.24945;20.653944;BB;N;2.526163101196289;Previously found in L25,W25
167;210;TILE102160060_2712298158674755917;EUCLJ180455.16+672832.13;271.2298158809224;67.47559170031597;21.964207;20.799072;19.940422;20.35807;AA;N;2.488706588745117;Previously found in L25,W25
168;332;TILE102021007_-563143543485512455;EUCLJ034515.45-483304.48;56.3143543235837;-48.5512455109406;21.058834;20.609747;19.9165;20.291817;B;Y;2.4885709285736084;
169;206;TILE102159776_2707047371671953097;EUCLJ180249.14+671143.12;270.70473716015675;67.19530976227985;21.871342;21.185408;20.378633;20.79174;AA;N;2.428793430328369;Previously found in L25,W25
170;12;TILE102019596_-637748088500119037;EUCLJ041505.95-500042.85;63.77480885130131;-50.01190374108312;19.105703;19.27271;18.515163;18.883224;BB;N;2.3524413108825684;Previously found in L25,W25
171;161;TILE102158584_2687900321650859511;EUCLJ175509.61+650509.42;268.79003210743605;65.08595110358115;20.715233;20.079195;19.323183;19.682743;AA;N;2.339388608932495;Previously found in L25,W25
172;192;TILE102159194_2723464956661228420;EUCLJ180923.16+660722.23;272.3464956503574;66.12284205652554;21.300434;20.466873;19.811504;20.164066;AA;N;2.3330626487731934;Previously found in L25,W25
173;144;TILE102157629_2659727733636823810;EUCLJ174353.47+634056.57;265.9727733948663;63.68238103492873;20.117779;19.645645;18.869423;19.24604;AB;N;2.318075895309448;Previously found in L25,W25
174;87;TILE102022479_-621145334471255869;EUCLJ040827.49-470732.11;62.11453340376329;-47.12558698760536;20.91005;20.507032;19.79074;20.145107;BB;N;2.242413282394409;Previously found in L25,W25
175;286;TILE102157957_2708300355640024715;EUCLJ180319.21+640008.90;270.83003554183136;64.00247154012615;22.832615;21.688953;20.849888;21.222496;B;Y;2.1925048828125;
176;68;TILE102021504_-663164014479278882;EUCLJ042515.94-475540.40;66.31640147748985;-47.92788825569146;22.05362;21.151407;20.669228;20.896452;BA;N;2.13666033744812;Previously found in L25,W25
177;220;TILE102160607_2684058176685650370;EUCLJ175337.40+683354.13;268.4058176178527;68.56503705310696;21.389305;20.738396;19.828506;20.2706;AB;N;2.131189346313477;Previously found in L25,W25
178;132;TILE102044827_-544423614276266111;EUCLJ033746.17-273735.80;54.44236143563962;-27.626611167335145;22.360703;21.341925;20.572504;20.97873;BB;N;2.121044635772705;Previously found in L25,W25
179;188;TILE102159189_2669116606659806362;EUCLJ174738.80+655850.29;266.9116606222967;65.98063623573434;21.040527;20.506523;19.894829;20.192303;BA;N;2.118605375289917;Previously found in L25,W25
180;241;TILE102045467_-529686114270426627;EUCLJ033152.47-270233.59;52.96861141277629;-27.04266270829119;20.732906;20.014503;19.164803;19.655426;B;Y;2.1010637283325195;
181;204;TILE102159772_2657244795670716163;EUCLJ174253.88+670417.82;265.72447956578617;67.07161638988462;19.572443;19.500072;18.711658;19.103651;AA;N;2.0949392318725586;Previously found in L25,W25
182;147;TILE102157952_2658616879639330994;EUCLJ174326.81+635559.16;265.861687959614;63.93309942153464;21.195091;20.549164;19.764246;20.176456;AB;N;2.086909294128418;Previously found in L25,W25
183;183;TILE102159186_2632387939662408264;EUCLJ173257.31+661426.98;263.23879390157254;66.24082642257652;21.07987;20.563217;19.880928;20.272543;AA;N;2.077064037322998;Previously found in L25,W25
184;105;TILE102042284_-528356577292866317;EUCLJ033120.56-291711.87;52.83565776408496;-29.28663177075172;20.447083;19.798767;19.072517;19.430618;AB;N;2.0656652450561523;Previously found in L25,W25
185;259;TILE102158895_2740031445656119691;EUCLJ181600.75+653643.09;274.00314454189083;65.61196917269567;22.242805;21.23032;20.360128;20.764805;B;Y;2.032234668731689;
186;97;TILE102023482_-655179432459165110;EUCLJ042204.31-455459.44;65.51794326392798;-45.91651107756741;19.745451;19.285192;18.718895;19.057684;BB;N;2.013068675994873;Previously found in L25,W25
187;219;TILE102160340_2740784519677600444;EUCLJ181618.83+674536.16;274.0784519087246;67.76004445410977;22.411724;21.365946;20.515318;20.954174;BA;N;1.951743483543396;Previously found in L25,W25
188;67;TILE102021503_-656130209478570072;EUCLJ042227.13-475125.23;65.61302094240996;-47.85700724338475;20.630514;20.19405;19.593328;19.85875;BB;N;1.8994464874267576;Previously found in L25,W25
189;209;TILE102160058_2684023754674529862;EUCLJ175336.57+672710.75;268.40237540723274;67.45298620006291;21.486938;20.947552;20.30476;20.638988;BB;N;1.8449562788009644;Previously found in L25,W25
190;232;TILE102159482_2648695128663725584;EUCLJ173928.68+662221.21;264.8695128909855;66.37255849429937;22.809021;22.142988;21.592747;21.779627;B;Y;1.7506941556930542;
191;119;TILE102043552_-548209510282510524;EUCLJ033917.03-281503.79;54.82095104672501;-28.25105243240389;21.491581;20.81911;20.31018;20.559368;AA;N;1.7460849285125732;Previously found in L25,W25
192;262;TILE102021019_-648817470486780557;EUCLJ041931.62-484041.00;64.88174706181375;-48.67805576373494;22.829067;21.44582;20.60426;21.003101;B;Y;1.6931493282318115;
193;175;TILE102158889_2668443415653707960;EUCLJ174722.64+652214.87;266.8443415141928;65.37079608035918;21.699224;20.992313;20.348446;20.654318;BB;N;1.6715786457061768;Previously found in L25,W25
194;314;TILE102160063_2754323942674498392;EUCLJ182143.77+672659.42;275.4323942271892;67.44983926786954;23.797522;22.52879;22.016792;22.354609;B;Y;1.667732000350952;
195;135;TILE102045466_-522784531269221616;EUCLJ032906.83-265519.78;52.27845319092136;-26.922161677633607;21.441208;20.626183;19.85086;20.222061;AA;N;1.6438370943069458;Previously found in L25,W25
196;257;TILE102021012_-595404023484655454;EUCLJ035809.70-482755.96;59.54040234182843;-48.46554540086875;21.340921;20.577824;19.8933;20.253056;A;Y;1.639634370803833;Ranked poorly by L25 ML
197;293;TILE102018668_-595203646510146896;EUCLJ035804.89-510052.88;59.520364657450216;-51.01468968856565;21.73425;21.014786;20.290493;20.646378;B;Y;1.5209629535675049;
198;327;TILE102023985_-638117318456841261;EUCLJ041514.82-454102.85;63.81173184167434;-45.68412613650949;21.028088;20.39685;19.61186;20.039614;B;Y;1.501274824142456;
199;6;TILE102019128_-607555025503027911;EUCLJ040301.32-501810.05;60.75550251121874;-50.30279115677251;19.91389;19.483372;18.822756;19.143028;AA;N;1.4520817995071411;Previously found in L25,W25
200;162;TILE102158584_2688149271647967093;EUCLJ175515.58+644748.15;268.8149271987569;64.79670930779008;20.190472;19.752731;19.103676;19.410168;BA;N;1.4075037240982056;Previously found in L25,W25
201;196;TILE102159481_2635212626663669301;EUCLJ173405.10+662200.95;263.5212626724271;66.36693014159633;18.861927;19.771008;18.9953;19.382421;BA;N;1.3725454807281494;Previously found in L25,W25
202;101;TILE102041657_-527925237298894414;EUCLJ033110.21-295321.99;52.79252379595951;-29.88944147404416;21.463436;20.577538;19.810234;20.19294;BA;N;1.344315767288208;Previously found in L25,W25
203;189;TILE102159192_2695197869661844158;EUCLJ175804.75+661103.90;269.5197869860399;66.18441585056613;21.861652;20.744282;19.832655;20.318203;BA;N;1.2714556455612185;Previously found in L25,W25
204;55;TILE102021020_-657541676483154587;EUCLJ042301.00-481855.65;65.75416769004285;-48.31545875350104;21.925434;20.967495;20.236635;20.609762;AA;N;1.245434045791626;Previously found in L25,W25
205;120;TILE102044182_-512061540278527911;EUCLJ032449.48-275110.05;51.20615401023922;-27.85279118357624;21.195307;20.349167;19.51378;19.92577;BA;N;1.2415122985839844;Previously found in L25,W25
206;117;TILE102042919_-550681404289695481;EUCLJ034016.35-285810.37;55.06814049454399;-28.96954812715628;23.751932;23.013496;22.573906;22.734488;AA;N;1.2037633657455444;Previously found in L25,W25
207;107;TILE102042913_-518198793288220397;EUCLJ032716.77-284919.34;51.81987931988373;-28.82203972762372;21.502148;20.711857;19.769386;20.240593;BB;N;1.117688775062561;Previously found in L25,W25
208;73;TILE102021982_-590483847476549202;EUCLJ035611.61-473917.71;59.04838472769886;-47.65492024159551;21.684078;21.04019;20.433048;20.731203;BB;N;1.0679725408554075;Previously found in L25,W25
209;333;TILE102159777_2718844794669455247;EUCLJ180732.28+665643.89;271.8844794072743;66.94552477876238;22.728481;21.565044;20.744938;21.171951;B;Y;1.007407307624817;
210;111;TILE102042914_-523479785291521247;EUCLJ032923.51-290907.65;52.34797854483788;-29.15212478307529;20.803791;20.376316;19.680305;19.96518;BA;N;0.872022271156311;Previously found in L25,W25
211;168;TILE102158887_2646461630654930628;EUCLJ173835.08+652935.03;264.64616303287295;65.49306284930077;19.524483;19.231688;18.507675;18.855955;BA;N;0.8690686225891113;Previously found in L25,W25
212;24;TILE102020063_-625857431494380658;EUCLJ041020.58-492617.04;62.585743181309965;-49.43806588628296;21.48626;20.944067;20.287329;20.648037;BB;N;0.8660751581192017;Previously found in L25,W25
213;152;TILE102157957_2711813162637737494;EUCLJ180443.52+634625.50;271.1813162216756;63.773749419215626;19.35379;19.127502;18.339521;18.729643;BB;N;0.8558989763259888;Previously found in L25,W25
214;360;TILE102045466_-525290257270123855;EUCLJ033006.97-270044.59;52.52902579525325;-27.01238555469256;22.07567;21.523401;20.890846;21.163458;B;Y;0.7125376462936401;
215;88;TILE102022480_-630160205470193218;EUCLJ041203.84-470109.56;63.01602051543424;-47.01932185662968;20.01992;19.653498;18.958933;19.310768;BB;N;0.6418376564979553;Previously found in L25,W25
216;298;TILE102160339_2727563871680779830;EUCLJ181101.53+680440.74;272.75638716495206;68.0779830185416;21.58347;20.922432;20.109291;20.694172;B;Y;0.6328741312026978;
217;74;TILE102021982_-594322234473727139;EUCLJ035743.73-472221.77;59.43222341809382;-47.372713987877226;21.9574;21.11544;20.398022;20.741201;AB;N;0.6208444833755493;Previously found in L25,W25
218;35;TILE102020532_-591117402487550021;EUCLJ035626.82-484518.01;59.11174027572756;-48.75500215813452;21.051832;20.365402;19.65415;19.999722;AA;N;0.5983320474624634;Previously found in L25,W25
219;31;TILE102020530_-572303674490459976;EUCLJ034855.29-490245.59;57.230367495986805;-49.04599764138084;20.132776;19.841707;19.054266;19.424858;BB;N;0.51767498254776;Previously found in L25,W25
220;230;TILE102019591_-602361805502015724;EUCLJ040056.68-501205.66;60.23618050130975;-50.20157244938287;22.191;21.57901;20.88071;21.238422;B;Y;0.5046394467353821;
221;269;TILE102021017_-636623808487133529;EUCLJ041438.97-484248.07;63.66238081863818;-48.713352936527926;21.376682;20.850597;20.120049;20.47614;B;Y;0.5007334351539612;
222;312;TILE102159486_2691688903663815228;EUCLJ175640.53+662253.48;269.1688903039342;66.38152287012706;20.770082;20.15924;19.304176;19.72108;B;Y;0.4872454404830932;
223;66;TILE102021501_-642870048480955813;EUCLJ041708.88-480544.09;64.2870048302998;-48.09558136723311;20.410439;19.992744;19.262308;19.619411;BA;N;0.4420277774333954;Previously found in L25,W25
224;330;TILE102159771_2648514501668424861;EUCLJ173924.35+665032.95;264.8514501365598;66.84248610331723;22.518627;21.613632;20.83681;21.219154;B;Y;0.4125656187534332;
225;361;TILE102018667_-587451356510904967;EUCLJ035458.83-510525.79;58.74513565099163;-51.09049674713919;21.038399;20.694504;20.12232;20.418194;B;Y;0.3885039985179901;
226;281;TILE102041658_-533422000300197867;EUCLJ033322.13-300111.23;53.34220003006336;-30.01978675903776;21.506706;20.59051;19.80071;20.08717;B;Y;0.3552760779857635;
227;116;TILE102042919_-549725555290756868;EUCLJ033953.41-290432.47;54.97255557552779;-29.07568680536772;20.114742;19.833738;19.261086;19.551594;AA;N;0.3475448191165924;Previously found in L25,W25
228;45;TILE102021010_-581199679484613010;EUCLJ035228.79-482740.68;58.119967906294704;-48.46130106505595;21.486654;21.152489;20.555426;20.821001;BB;N;0.3175266683101654;Previously found in L25,W25
229;80;TILE102021988_-636381546474267847;EUCLJ041433.16-472536.43;63.63815462617454;-47.42678472523166;21.133404;20.58647;20.036352;20.309954;BB;N;0.3026853799819946;Previously found in L25,W25
230;79;TILE102021987_-632564560473970357;EUCLJ041301.55-472349.33;63.25645606784772;-47.397035767548914;22.794212;22.155663;21.63792;21.991714;BA;N;0.2649207413196563;Previously found in L25,W25
231;160;TILE102158583_2672803654649962203;EUCLJ174907.29+645946.39;267.280365471512;64.99622031604929;19.394318;20.103687;19.157654;18.981682;BB;N;0.2285366356372833;Previously found in L25,W25
232;54;TILE102021020_-656951229482999258;EUCLJ042246.83-481759.73;65.69512293447303;-48.29992584867339;21.825657;21.323315;20.800512;21.009937;AB;N;0.2159215956926345;Previously found in L25,W25
233;253;TILE102158587_2713979591651940634;EUCLJ180535.51+651138.63;271.3979591805792;65.19406341304662;22.51138;21.51147;20.673683;21.076067;B;Y;0.1864112019538879;
234;32;TILE102020531_-579471354491627648;EUCLJ035147.31-490945.95;57.9471354749442;-49.16276485789378;21.210596;21.487885;21.30637;21.390753;BA;N;0.1289791017770767;Previously found in L25,W25
235;338;TILE102159771_2648942040670257915;EUCLJ173934.61+670132.85;264.8942040620754;67.02579157986754;22.52393;21.769915;20.965216;21.37178;B;Y;0.0945236608386039;
236;229;TILE102160606_2672983575683038366;EUCLJ174911.61+681813.81;267.2983575724675;68.30383663082246;23.42131;22.262165;21.37833;21.707802;B;Y;-0.006866555660963;
237;292;TILE102160609_2707821359684188579;EUCLJ180307.71+682507.89;270.78213595145684;68.41885795830959;21.207222;20.319668;19.578102;19.96002;B;Y;-0.0233481172472238;
238;266;TILE102159772_2654733713669336712;EUCLJ174153.61+665601.22;265.4733713564021;66.93367126751023;22.526226;22.499863;22.068316;22.31343;B;Y;-0.1247376427054405;
239;20;TILE102020059_-595972740496354540;EUCLJ035823.35-493807.63;59.597274098977714;-49.63545403109507;21.056767;20.261816;19.499958;19.891308;BA;N;-0.1745969951152801;Previously found in L25,W25
240;78;TILE102021986_-619535738476339304;EUCLJ040748.86-473802.15;61.9535738292272;-47.63393044312661;21.09801;20.354946;19.67851;20.022758;AA;N;-0.2660683095455169;Previously found in L25,W25
241;69;TILE102021504_-666841032481107077;EUCLJ042644.18-480638.55;66.6841032051554;-48.11070771705063;22.071468;21.690306;21.071857;21.449936;AA;N;-0.2906263768672943;Previously found in L25,W25
242;297;TILE102159186_2633767990658120838;EUCLJ173330.43+654843.50;263.3767990810197;65.81208389400693;21.66104;21.008648;20.172478;20.562374;B;Y;-0.3200726211071014;
243;308;TILE102159483_2660613250665445912;EUCLJ174414.72+663240.53;266.06132504561043;66.54459126603862;22.413258;21.283146;20.484934;20.852947;B;Y;-0.5787191987037659;
244;300;TILE102021990_-650084171476480521;EUCLJ042002.02-473852.99;65.00841716281325;-47.6480521502586;22.13667;21.29014;20.32897;20.77599;B;Y;-0.6227874755859375;
245;113;TILE102042916_-533244842291511688;EUCLJ033317.88-290904.21;53.324484252721085;-29.151168820095027;21.731812;21.5949;21.025713;21.319576;BA;N;-0.6944055557250977;Previously found in L25,W25
246;34;TILE102020532_-589257492489565961;EUCLJ035542.18-485723.75;58.92574921328832;-48.95659616705754;19.242422;18.963905;18.299696;18.60877;AA;N;-0.7676662802696228;Previously found in L25,W25
247;271;TILE102022979_-649755362465296356;EUCLJ041954.13-463146.69;64.97553624512123;-46.529635620035634;21.423716;20.94825;20.446907;20.701672;B;Y;-0.7907189726829529;
248;228;TILE102021498_-624685727481573750;EUCLJ040952.46-480926.55;62.46857277451457;-48.15737508452669;22.64753;21.836931;21.049435;21.388384;B;Y;-0.7945432066917419;
249;309;TILE102158585_2694539538651015517;EUCLJ175748.95+650605.59;269.4539538567573;65.10155174937258;22.119688;21.562366;20.869667;21.139132;B;Y;-0.8856208324432373;
250;136;TILE102045467_-529759442271842356;EUCLJ033154.23-271103.25;52.97594428990249;-27.1842356715752;23.812183;23.019958;22.198917;22.744759;AB;N;-0.8931713104248047;Previously found in L25,W25
251;274;TILE102021987_-631385072476987455;EUCLJ041233.24-474155.48;63.138507256418656;-47.698745576984216;21.907324;20.906298;20.288116;20.580677;B;Y;-0.918232798576355;
252;329;TILE102159190_2680662964658392374;EUCLJ175215.91+655021.25;268.0662964651846;65.83923749425053;21.010662;20.270496;19.45686;19.882809;B;Y;-0.9599453210830688;
253;70;TILE102021980_-576667803474825283;EUCLJ035040.03-472857.10;57.66678036613653;-47.48252837001076;19.016373;18.80621;18.194693;18.466125;BA;N;-0.9772800207138062;Previously found in L25,W25
254;256;TILE102159188_2654345861661242156;EUCLJ174144.30+660727.18;265.4345861187465;66.12421569138645;22.162506;21.2285;20.38403;20.782562;B;Y;-1.0323710441589355;
255;235;TILE102019125_-579830620503938217;EUCLJ035155.93-502337.76;57.983062088713694;-50.39382178423304;21.500248;20.909851;20.125229;20.530954;B;Y;-1.1265499591827393;
256;154;TILE102158270_2654326220643542785;EUCLJ174143.83+642115.40;265.4326220569131;64.35427856639696;23.901363;22.394701;22.08455;22.168701;BA;N;-1.2020119428634644;Previously found in L25,W25
